_id,hospital_id,npi,name,specialty,specialty_code,address,city,state,zip,phone,coordinates.lat,coordinates.lng
691efe51a095716360cd18de,30551625-0b70-4dc2-bd6c-828f58e6539c,1063520302,MT. SINAI SCHOOL OF MEDICINE,General Acute Care Hospital,282N00000X,1 GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,2122413050,40.7901411,-73.95381929999999
691efe51a095716360cd18df,8b0ab840-0c79-4af3-89ef-c35b3e6735cc,1912018466,"OUTPATIENT MENTAL HEALTH SERVICES, NORTH GENERAL HOSPITAL",Psychiatric Hospital Unit,273R00000X,1879 MADISON AVE 4TH FLOOR,NEW YORK,NY,10035,2124234400,40.8032081,-73.9418144
691efe51a095716360cd18e0,5d96729c-647b-402f-9896-6c1df6669dbb,1053413989,NEW YORK DOWNTOWN HOSPITAL,General Acute Care Hospital,282N00000X,170 WILLIAM ST,NEW YORK,NY,10038,9172862580,40.7101668,-74.0048564
691efe51a095716360cd18e1,621810c2-e081-4755-a4c3-dbabdf5b2ab1,1033211446,MT. SINAI SCHOOL OF MEDICINE,General Acute Care Hospital,282N00000X,1 GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,2122413050,40.7901411,-73.95381929999999
691efe51a095716360cd18e2,8092d8a8-d4d9-47d5-8e34-1450703a6844,1851493266,MT. SINAI SCHOOL OF MEDICINE,General Acute Care Hospital,282N00000X,1 GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,2122413050,40.7901411,-73.95381929999999
691efe51a095716360cd18e3,16b2f84d-ef41-4df0-8d13-f13d2e9c42ed,1740382159,MT. SINAI SCHOOL OF MEDICINE,General Acute Care Hospital,282N00000X,1 GUSTAVE L LEVY PLACE BOX 1048,NEW YORK,NY,10029,2122413050,40.7901411,-73.95381929999999
691efe51a095716360cd18e4,43b599f6-d537-4189-b9ff-527fec4de5b9,1376646836,COLUMBIA RADIOLOGY AT LAWRENCE,General Acute Care Hospital,282N00000X,622 W 168TH ST,NEW YORK,NY,10032,2123059335,40.8410959,-73.9405652
691efe51a095716360cd18e5,1d40c70d-9a5a-4241-870f-8ed50a3528d0,1609970011,THE NEW YORK AND PRESBYTERIAN HOSPITAL,Psychiatric Hospital,283Q00000X,622 W 168TH ST,NEW YORK,NY,10032,2123052500,40.8410959,-73.9405652
691efe51a095716360cd18e6,1b350d94-9a80-48f4-bec5-2f3d630960dc,1518061928,THE NEW YORK AND PRESBYTERIAN HOSPITAL,Rehabilitation Hospital,283X00000X,622 W 168TH ST,NEW YORK,NY,10032,2123052500,40.8410959,-73.9405652
691efe51a095716360cd18e7,bca025f0-b29c-4f17-bba3-24124588a369,1225132632,THE NEW YORK AND PRESBYTERIAN HOSPITAL,General Acute Care Hospital,282N00000X,622 W 168TH ST,NEW YORK,NY,10032,2123052500,40.8410959,-73.9405652
691efe51a095716360cd18e8,01cb5472-acc9-48df-894e-3bd4c4901d35,1669578324,NYU LANGONE HOSPITALS,Rehabilitation Hospital Unit,273Y00000X,301 E 17TH ST,NEW YORK,NY,10003,2122631481,40.7343532,-73.9829855
691efe51a095716360cd18e9,8429eaa6-d6b4-4e6c-b451-bfe49017c71e,1073610473,METROPOLITAN HOSPITAL CENTER,General Acute Care Hospital,282N00000X,1901 1ST AVE ROOM 4B5,NEW YORK,NY,10029,2124236796,40.7849111,-73.94417419999999
691efe51a095716360cd18ea,be2cf38b-74e9-4954-8d7f-548260a41bb6,1831297373,MT. SINAI SCHOOL OF MEDICINE,General Acute Care Hospital,282N00000X,5 E 98TH ST FL 5,NEW YORK,NY,10029,2122418234,40.7890717,-73.9538601
691efe51a095716360cd18eb,cee0b1a8-516d-4277-abf8-faa66f0e2156,1922107697,MANHATTAN VA HOSPITAL,Military Hospital,286500000X,423 E 23RD ST,NEW YORK,NY,10010,2126867500,40.7370457,-73.9768461
691efe51a095716360cd18ec,e204d6f8-30b5-4cc9-8fb9-547c0be6e60d,1275632895,NYU LANGONE HOSPITALS,General Acute Care Hospital,282N00000X,301 E 17TH ST,NEW YORK,NY,10003,2122631481,40.7343532,-73.9829855
691efe51a095716360cd18ed,600fc95c-4dff-443f-a949-9a427e03d055,1265526610,TERENCE CARDINAL COOKE HEALTH CARE CENTER,General Acute Care Hospital,282N00000X,1249 5TH AVENUE,NEW YORK,NY,10022,6466334774,40.793576,-73.9505396
691efe51a095716360cd18ee,472978c2-4bf5-40dc-aadb-26371dac719d,1609962711,NEW YORK HARBOR HEALTHCARE SYSTEM,Psychiatric Hospital,283Q00000X,423 E 23RD ST,NEW YORK,NY,10010,2126867500,40.7370457,-73.9768461
691efe51a095716360cd18ef,4502cc47-2e96-460c-bab1-72da7b0275ae,1760579452,TERENCE CARDINAL COOKE HEALTH CARE CENTER,General Acute Care Hospital,282N00000X,1249 5TH AVE,NEW YORK,NY,10029,6466334774,40.793576,-73.9505396
691efe51a095716360cd18f0,54b8fbbe-9878-4dae-84ad-4bf1e4da29ed,1275622276,MOUNT SINAI MEDICAL CENTER,General Acute Care Hospital,282N00000X,1 GUSTAVE L LEVY PL BOX 1495,NEW YORK,NY,10029,2122418095,40.7901411,-73.95381929999999
691efe51a095716360cd18f1,1fbacb24-402a-4772-8653-db1c4a5c889c,1346321171,CABRINI MEDICAL CENTER - PSYCH,Psychiatric Hospital Unit,273R00000X,227 E 19TH ST,NEW YORK,NY,10003,2129956156,40.7361847,-73.98355389999999
691efe51a095716360cd18f2,639735ec-d08b-4d48-941d-954560eae1e2,1063593887,CABRINI MEDICAL CENTER,General Acute Care Hospital,282N00000X,227 E 19TH ST,NEW YORK,NY,10003,2129956156,40.7361847,-73.98355389999999
691efe51a095716360cd18f3,d4b8a8a7-13e3-4734-add1-c03866382b19,1437230034,NYU LANGONE HOSPITALS,Psychiatric Hospital Unit,273R00000X,160 E 34TH ST,NEW YORK,NY,10016,2122631481,40.7457643,-73.9787979
691efe51a095716360cd18f4,881f88f5-0365-4a1a-a744-265702aeaad2,1982786950,CABRINI MEDICAL CENTER,Rehabilitation Hospital Unit,273Y00000X,227 E 19TH ST,NEW YORK,NY,10003,2129956156,40.7361847,-73.98355389999999
691efe51a095716360cd18f5,f8485e8e-5ff5-4539-90cf-d94197ab30b1,1932283876,MANHATTAN PSYCHIATRIC CENTER,Psychiatric Hospital,283Q00000X,600 E 125TH ST,NEW YORK,NY,10035,6466726004,40.7891393,-73.9298302
691efe51a095716360cd18f6,1b52fdb2-57aa-409e-8442-feddbf17e4c8,1326124306,WOODHULL MEDICAL CENTER,General Acute Care Hospital,282N00000X,50 W34TH ST 16C1,NEW YORK,NY,10001,6468987188,40.749468,-73.98751290000001
691efe51a095716360cd18f7,0daf4b58-5d1d-466b-8217-dacfe97a26ee,1467539494,HOSPITAL FOR SPECIAL SURGERY,General Acute Care Hospital,282N00000X,535 E 70TH ST,NEW YORK,NY,10021,2126061151,40.765048,-73.9529124
691efe51a095716360cd18f8,7cbcf763-b892-4885-a648-caf153b62bde,1528147188,SAINT VINCENT'S CATHOLIC MEDICAL CENTER,Chronic Disease Hospital,281P00000X,168 CANAL ST FL 4,NEW YORK,NY,10013,2124315501,40.7163285,-73.99734389999999
691efe51a095716360cd18f9,f23b4f63-15fc-4341-b1c2-194b5332918e,1477625846,PROFFESSIONAL HEALTHCARE& CHIROPRACTIC SERVICES PC,Rehabilitation Hospital Unit,273Y00000X,641 LEXINGTON AVE FL 14,NEW YORK,NY,10022,8663354040,40.7589281,-73.9696721
691efe51a095716360cd18fa,0eea814c-5b14-43f1-a5bc-3ece6e3a0f53,1649346222,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,Critical Access Hospital,282NC0060X,HARLEM HOSPITAL CENTER C/O OUTPATIENT PHARMACY 46 WEST 137TH STREET,NEW YORK,NY,10037,2129391761,40.8148163,-73.9391972
691efe51a095716360cd18fb,0ef3ee08-a629-42e4-aec5-6d30594659b4,1265509251,METROPOLITAN HOSPITAL,Psychiatric Hospital Unit,273R00000X,METROPOLITAN HOSPITAL 1901 FIRST AVE,NEW YORK,NY,10029,2124237609,40.7850202,-73.9448902
691efe51a095716360cd18fc,0a0dadf2-dc88-4b7a-b75c-fa741720a44e,1982772307,LENOX HILL HOSPITAL,General Acute Care Hospital,282N00000X,215 E 95TH ST,NEW YORK,NY,10128,2124233146,40.7844464,-73.9485741
691efe51a095716360cd18fd,09913f5b-092c-4082-8e78-a1c4366a32bc,1215096110,MULTIPLE SCLEROSIS CARE CENTER,Rehabilitation Hospital,283X00000X,301 E 17TH ST,NEW YORK,NY,10003,2125986305,40.7343532,-73.9829855
691efe51a095716360cd18fe,9cd23f88-8908-448e-90a8-2383d0e12f09,1902965858,THE MOUNT SINAI REHABILITATION CENTER,Rehabilitation Hospital,283X00000X,205 E 95TH ST APT 30B,NEW YORK,NY,10128,5182251501,40.78461859999999,-73.9490464
691efe51a095716360cd18ff,e079f041-2db5-4b70-b3b6-f947c1c81525,1164582110,ST LUKES ROOSEVELT HOSPITAL CENTER,Psychiatric Hospital,283Q00000X,411 W 114TH ST,NEW YORK,NY,10025,2125234108,40.8052906,-73.9609582
691efe51a095716360cd1900,94edc33e-6ee9-4a54-9073-24cdcccd008d,1588725774,ST. LUKE'S HOSPITAL,Critical Access Hospital,282NC0060X,ST LUKE'S HOSPITAL 1111 AMSTERDAM AVE,NEW YORK,NY,10025,2125235662,40.8058767,-73.9614271
691efe51a095716360cd1901,c2b06c0f-9328-4d61-93dd-c27674be7aa8,1922169689,MANHATTAN EYE EAR AND THROAT HOSPITAL,General Acute Care Hospital,282N00000X,210 E 64TH ST,NEW YORK,NY,10021,2124344355,40.7640723,-73.9633151
691efe51a095716360cd1902,8a919a89-dfcb-4ff4-97f9-41c09ed7842e,1982766150,HARLEM HOSPITAL CENTER,Long Term Care Hospital,282E00000X,506 MALCOLM X BLVD 12TH FLOOR. DEP. OF SURGERY,NEW YORK,NY,10037,2129398063,40.8141451,-73.9404473
691efe51a095716360cd1903,45205561-5499-4a67-bc7b-f79421ae8cf1,1689736449,BELLEVUE HOSPITAL CENTER,General Acute Care Hospital,282N00000X,462 1ST AVE,NEW YORK,NY,10016,2122636425,40.7388717,-73.9752894
691efe51a095716360cd1904,b9bd4284-2ac6-474e-92a8-17d87f454784,1710040787,NYU HOSPITAL FOR JIONT DISEASES,Medicare Defined Swing Bed Hospital Unit,275N00000X,301 E 17TH ST,NEW YORK,NY,10003,2125986415,40.7343532,-73.9829855
691efe51a095716360cd1905,c77591fc-8ae8-43fe-91e6-63681e901199,1477616571,LENOX HILL HOSPITAL,Psychiatric Hospital Unit,273R00000X,100 E 77TH ST,NEW YORK,NY,10075,2124344355,40.7737506,-73.96082410000001
691efe51a095716360cd1906,749e8e3e-0a89-42dd-b82e-038ffaef0948,1083778831,NEW YORK DOWNTOWN HOSPITAL,General Acute Care Hospital,282N00000X,170 WILLIAM ST 3RD FL,NEW YORK,NY,10038,2123125000,40.7101668,-74.0048564
691efe51a095716360cd1907,87f81d3c-2191-44c4-94ed-78847c0dbd41,1194889956,NORTH GENERAL HOSPITAL,General Acute Care Hospital,282N00000X,1879 MADISON AVE,NEW YORK,NY,10035,2124234843,40.8032081,-73.9418144
691efe51a095716360cd1908,d3081aeb-7677-462b-93ed-cb81ed29e41c,1568526739,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospital,283Q00000X,1051 RIVERSIDE DR,NEW YORK,NY,10032,2125435000,40.8426267,-73.94455549999999
691efe51a095716360cd1909,67c06cae-1ac6-479d-9b1d-c11c01256f3a,1902961816,NEW YORK DOWNTOWN HOSPITAL,General Acute Care Hospital,282N00000X,170 WILLIAM ST,NEW YORK,NY,10038,9172862580,40.7101668,-74.0048564
691efe51a095716360cd190a,589bc4bc-d63c-4e59-b5a6-b3883e572632,1639234156,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospital,283Q00000X,WARDS ISLAND,NEW YORK,NY,10035,2123690500,40.794065,-73.9271644
691efe51a095716360cd190b,1560ed7b-3601-4d9e-9db7-b5504c56dcca,1639234198,BELLEVUE HOSPITAL CENTER,General Acute Care Hospital,282N00000X,462 1ST AVE,NEW YORK,NY,10016,2122636425,40.7388717,-73.9752894
691efe51a095716360cd190c,a278cdf0-1698-43e0-984e-23814c40a3a2,1932256161,NYS OFFICE OF MENTAL HEALTH,Psychiatric Hospital,283Q00000X,WARDS ISLAND,NEW YORK,NY,10035,2124279003,40.794065,-73.9271644
691efe51a095716360cd190d,1421eb05-524d-4e77-a208-be3b1ab73005,1275680860,BELLEVUE HOSPITAL CENTER,Psychiatric Hospital,283Q00000X,104 E 40TH ST SUITE 602,NEW YORK,NY,10016,2126819790,40.750357,-73.978038
691efe51a095716360cd190e,de2c174d-a176-4bd5-8be6-4687cf3660de,1205983657,RENAISSANCE HEAITH CARE,General Acute Care Hospital,282N00000X,215 W 125TH ST 215 W 125 ST. N.Y N.Y. 10027,NEW YORK,NY,10027,2129326588,40.8096896,-73.94888639999999
691efe51a095716360cd190f,21e88870-f565-4eb5-a542-2f5b669e9ca7,1245388297,METROPOLITAN HOSPITAL,Chronic Disease Hospital,281P00000X,1901 1ST AVE DEPT OF PSYCHIATRY,NEW YORK,NY,10029,2124237992,40.7852328,-73.94502899999999
691efe51a095716360cd1910,5c4c4753-916f-4a8e-8baa-2b8a5d345c25,1912057498,SAINT VINCENT'S COMPREHESIVE CANCER CENTER,Special Hospital,284300000X,SAINT VINCEN'T COMPREHENSIVE BREAST CENTER 325 W. 15TH STREET,NEW YORK,NY,10011,2126046006,40.74121359999999,-74.003478
691efe51a095716360cd1911,1b2ab903-ad13-488f-b8dd-026af3c131cc,1639221955,HARLEM HOSPITAL CENTER,General Acute Care Hospital,282N00000X,506 MALCOLM X BLVD,NEW YORK,NY,10037,2129393354,40.8141451,-73.9404473
691efe51a095716360cd1912,7ef73808-0c6a-4099-b993-0a0ce134c995,1982756227,HARLEM HOSPITAL CENTER,Psychiatric Hospital,283Q00000X,1751 2ND AVE 28T,NEW YORK,NY,10128,2125346742,40.7814454,-73.9493801
691efe51a095716360cd1913,0822778c-d7a6-41e9-8619-4bf2c36e9a21,1518010974,HARLEM HOSPITAL CENTER,General Acute Care Hospital,282N00000X,506 MALCOLM X BLVD,NEW YORK,NY,10037,2129393388,40.8141451,-73.9404473
691efe51a095716360cd1914,1451f134-3939-4f93-8235-a0500de663da,1992858351,VINCENT COBBLAH MDPC,General Acute Care Hospital,282N00000X,16TH STREET AND FIRST AVE BETH ISRAEL MEDICAL CENTER,NEW YORK,NY,10003,2124202385,40.7331881,-73.9820909
691efe51a095716360cd1915,23b06152-5f7f-4f27-a07a-32dd61c49345,1487707402,NYU MEDICAL CENTER,General Acute Care Hospital,282N00000X,530 1ST AVE SUITE 8U,NEW YORK,NY,10016,2122637182,40.7420311,-73.9743163
691efe51a095716360cd1916,3f754ba7-37a0-42b8-8ad1-85d537b1a8a5,1023162948,HARLEM HOSPITAL,General Acute Care Hospital,282N00000X,"506 MALCOLM X BLVD WOMEN PAVILION BLG., RM 364",NEW YORK,NY,10037,2129393307,40.8141451,-73.9404473
691efe51a095716360cd1917,eeb02059-716e-44bd-a2a3-c9f3f365df0b,1326192725,LORI ARKIN,Critical Access Hospital,282NC0060X,100 E 77TH ST NCCU,NEW YORK,NY,10021,2124342565,40.7737506,-73.96082410000001
691efe51a095716360cd1918,355563a2-e534-4b30-b9fc-014eaf3e26c9,1831244102,CABRINI MEDICAL CENTER,General Acute Care Hospital,282N00000X,227 E 19TH ST,NEW YORK,NY,10003,2129793200,40.7361847,-73.98355389999999
691efe51a095716360cd1919,10a20582-0bc6-454d-a0fe-22dc75a7d8cf,1649325119,ROCKEFELLER UNIVERSITY HOSPITAL,Special Hospital,284300000X,1230 YORK AVE HOSPITAL 322,NEW YORK,NY,10021,2123277441,40.7631824,-73.9563226
691efe51a095716360cd191a,3d1c372a-5f9c-4889-b956-0c89e9b2972f,1639225543,LENOX HILL HOSPITAL,General Acute Care Hospital,282N00000X,100 E 77TH ST,NEW YORK,NY,10021,2124342842,40.7737506,-73.96082410000001
691efe51a095716360cd191b,8a37e230-db5d-4e76-ba56-5fdcdac45e34,1245386630,LENOX HILL HOSPITAL,General Acute Care Hospital,282N00000X,100 E 77TH ST NCCU,NEW YORK,NY,10021,2124342842,40.7737506,-73.96082410000001
691efe51a095716360cd191c,0cd5c69b-5039-4d7a-a244-3fb7c720762c,1316093701,LENOX HILL HOSPITAL,General Acute Care Hospital,282N00000X,100 E 77TH ST 9 URIS,NEW YORK,NY,10021,2124342690,40.7738603,-73.96077830000002
691efe51a095716360cd191d,831b9e3f-f183-4c68-bf1c-2cb9469f82a8,1427104645,RICHARD LEWKOWICZ MD,General Acute Care Hospital,282N00000X,408 W 57TH ST SUITE 1E,NEW YORK,NY,10019,2127654340,40.7680768,-73.98663
691efe51a095716360cd191e,65c65fd3-a154-49a3-91a1-3b57dc22ec6f,1336285923,MEMORIAL SLOAN-KETTERING CANCER CENTER,Special Hospital,284300000X,1275 YORK AVE,NEW YORK,NY,10021,6464224470,40.7644262,-73.9569173
691efe51a095716360cd191f,66cfb085-fd69-493d-b7e0-29cb46d5ee5d,1457498834,NEW YORK-PRESBYTERIAN HOSPITAL,General Acute Care Hospital,282N00000X,5141 BROADWAY RM 2-095,NEW YORK,NY,10034,2129325218,40.8733431,-73.9130361
691efe51a095716360cd1920,6ef6d9ba-67b0-4168-860f-5c9af8a36201,1326186214,HARLEM HOSPITAL CENTER,General Acute Care Hospital,282N00000X,506 MALCOLM X BLVD,NEW YORK,NY,10037,2129392133,40.8141451,-73.9404473
691efe51a095716360cd1921,535e0a6f-5162-494a-85bd-15c2873c3eb6,1497894703,NEW YORK COLUMBIA PRESBYTERIAN,General Acute Care Hospital,282N00000X,161 FORT WASHINGTON AVE 629,NEW YORK,NY,10032,2123423255,40.8407787,-73.9431972
691efe51a095716360cd1922,0bfc38a1-c5a1-48b1-a45e-9afd8bdda849,1013056241,NEW YORK PRESBYTERIAN HOSPITAL,Chronic Disease Hospital,281P00000X,436 E 69TH ST 525 E 68TH STR,NEW YORK,NY,10021,6460808706,40.7651309,-73.9558984
691efe51a095716360cd1923,6eb979fd-32bd-4640-ab97-06bc6096816b,1972645265,NEW YORK PRESBYTERIAN,General Acute Care Hospital,282N00000X,525 E 68TH ST F2024,NEW YORK,NY,10021,2127465130,40.7648658,-73.9539836
691efe51a095716360cd1924,b0bbfe78-e981-467a-b940-cea4bd69ad2a,1063554020,SAINT VINCENTS COMPREHENSIVE CANCER CENTER,General Acute Care Hospital,282N00000X,325 WEST 15TH STREET,NEW YORK,NY,10011,2126046013,40.74121359999999,-74.003478
691efe51a095716360cd1925,609fecb2-fc0a-4821-aab9-3e5ed056dd8b,1487797858,MOUNT SINAI MEDICAL CENTER,Psychiatric Hospital Unit,273R00000X,1450 MADISON AVE BOX 1068,NEW YORK,NY,10029,2122417139,40.7896764,-73.9528404
691efe51a095716360cd1926,1fa8b331-c6a6-4d52-9fb6-6d712b9c2715,1932243037,MOUNT SINAI HOSPITAL,Long Term Care Hospital,282E00000X,1 GUSTAVE L LEVY PLACE MOUNT SINAI MEDICAL CENTER,NEW YORK,NY,10029,2122418035,40.7896393,-73.95417420000001
691efe51a095716360cd1927,807b016e-2146-492e-9887-6f314d44ef7b,1215064993,NYU MEDICAL CENTER,General Acute Care Hospital,282N00000X,462 1ST AVE,NEW YORK,NY,10016,1212562222,40.7388717,-73.9752894
691efe51a095716360cd1928,da14452a-70a0-498b-a7fb-802ef03e712f,1073640744,MEMORIAL SLOAN KETTERING CANCER CENTER,Special Hospital,284300000X,"1275 YORK AVE DEPT. OF RADIATION ONCOLOGY, SM03",NEW YORK,NY,10021,2126395999,40.7644262,-73.9569173
691efe51a095716360cd1929,dd9c541c-6221-4baa-a56e-50456896e2dd,1821127630,COLUMBIA UNIVERSITY HARLEM HOSPITAL,General Acute Care Hospital,282N00000X,506 MALCOLM X BLVD MLK - 12-108,NEW YORK,NY,10037,2129393510,40.8141451,-73.9404473
691efe51a095716360cd192a,1f61cccd-ed18-46fc-b918-08d48522f5db,1265562938,LENOX HILL HOSPITAL,Children's Hospital,282NC2000X,100 E 77TH ST,NEW YORK,NY,10021,2124342842,40.7737506,-73.96082410000001
691efe51a095716360cd192b,198acc32-8780-413d-bcd3-d3a7b7e5b69b,1760512826,NEW YORK PRESBYTERIAN HOSPITAL,General Acute Care Hospital,282N00000X,525 E 68TH ST BOX 99,NEW YORK,NY,10021,2127464998,40.7648658,-73.9539836
691efe51a095716360cd192c,4b5c2d84-84d1-4ce9-98dc-b209b6f17be0,1427189901,NEW YORK HARBOR HEALTH CARE SYSTEM,General Acute Care Hospital,282N00000X,423 E 23RD ST,NEW YORK,NY,10010,2126867500,40.7370457,-73.9768461
691efe51a095716360cd192d,2ab95bf5-eff7-4e93-bafa-06de4d0e4367,1053444372,LENOX HILL HOSPITAL,General Acute Care Hospital,282N00000X,100 E 77TH ST,NEW YORK,NY,10021,2124342710,40.7737506,-73.96082410000001
691efe51a095716360cd192e,a3abe266-19a3-42c8-8bbd-0d69a7f6f598,1730213042,BELLEVUE HOSPITAL CENTER,General Acute Care Hospital,282N00000X,462 1ST AVE ROOM # 12 EAST 12,NEW YORK,NY,10016,2125625131,40.7388717,-73.9752894
691efe51a095716360cd192f,0e4760f7-32b6-4b54-b5f5-2f6a8bdaa735,1841324126,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,General Acute Care Hospital,282N00000X,462 1ST AVE,NEW YORK,NY,10016,2125623924,40.7388717,-73.9752894
691efe51a095716360cd1930,02dd8b94-92c4-4843-91f0-0fd6a04bd0c8,1578687448,NEW YORK PRESBYTERIAN HOSP-COLUMBIA,General Acute Care Hospital,282N00000X,3959 BROADWAY NEONATOLOGY DIVISION,NEW YORK,NY,10032,2123428600,40.8398048,-73.9414011
691efe51a095716360cd1931,196b7ccc-ba84-41d1-94a8-904dbea6b7e4,1841315371,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,General Acute Care Hospital,282N00000X,506 MALCOLM X BLVD,NEW YORK,NY,10037,3475974455,40.8141451,-73.9404473
691efe51a095716360cd1932,8a586a58-12d8-4a16-a2b4-7777467dd4ab,1427175991,LENOX HILL HOSPITAL,General Acute Care Hospital,282N00000X,100 E 77TH ST,NEW YORK,NY,10021,2124342000,40.7737506,-73.96082410000001
